Data si Ora	Minut	Secunda	EAR	Numar Clipiri	Rata Clipiri (clipiri/minut)
2024-11-20 12:48:57	48	57	0.4	0	0.0
2024-11-20 12:48:57	48	57	0.4	0	0.0
2024-11-20 12:48:57	48	57	0.39	0	0.0
2024-11-20 12:48:57	48	57	0.3	0	0.0
2024-11-20 12:48:57	48	57	0.3	0	0.0
2024-11-20 12:48:58	48	58	0.33	0	0.0
2024-11-20 12:48:58	48	58	0.38	0	0.0
2024-11-20 12:48:58	48	58	0.4	0	0.0
2024-11-20 12:48:58	48	58	0.4	0	0.0
2024-11-20 12:48:58	48	58	0.4	0	0.0
2024-11-20 12:48:58	48	58	0.4	0	0.0
2024-11-20 12:48:58	48	58	0.4	0	0.0
2024-11-20 12:48:58	48	58	0.41	0	0.0
2024-11-20 12:48:58	48	58	0.41	0	0.0
2024-11-20 12:48:58	48	58	0.41	0	0.0
2024-11-20 12:48:58	48	58	0.4	0	0.0
2024-11-20 12:48:58	48	58	0.41	0	0.0
2024-11-20 12:48:58	48	58	0.41	0	0.0
2024-11-20 12:48:58	48	58	0.42	0	0.0
2024-11-20 12:48:58	48	58	0.42	0	0.0
2024-11-20 12:48:58	48	58	0.42	0	0.0
2024-11-20 12:48:58	48	58	0.43	0	0.0
2024-11-20 12:48:58	48	58	0.42	0	0.0
2024-11-20 12:48:58	48	58	0.42	0	0.0
2024-11-20 12:48:58	48	58	0.42	0	0.0
2024-11-20 12:48:58	48	58	0.42	0	0.0
2024-11-20 12:48:58	48	58	0.41	0	0.0
2024-11-20 12:48:58	48	58	0.34	0	0.0
2024-11-20 12:48:58	48	58	0.28	0	0.0
2024-11-20 12:48:58	48	58	0.27	0	0.0
2024-11-20 12:48:58	48	58	0.29	0	0.0
2024-11-20 12:48:58	48	58	0.33	1	0.0
2024-11-20 12:48:58	48	58	0.36	1	0.0
2024-11-20 12:48:58	48	58	0.36	1	0.0
2024-11-20 12:48:58	48	58	0.36	1	0.0
2024-11-20 12:48:59	48	59	0.36	1	0.0
2024-11-20 12:48:59	48	59	0.37	1	0.0
2024-11-20 12:48:59	48	59	0.37	1	0.0
2024-11-20 12:48:59	48	59	0.37	1	0.0
2024-11-20 12:48:59	48	59	0.37	1	0.0
2024-11-20 12:48:59	48	59	0.37	1	0.0
2024-11-20 12:48:59	48	59	0.38	1	0.0
2024-11-20 12:48:59	48	59	0.41	1	0.0
2024-11-20 12:48:59	48	59	0.44	1	0.0
2024-11-20 12:48:59	48	59	0.44	1	0.0
2024-11-20 12:48:59	48	59	0.44	1	0.0
2024-11-20 12:48:59	48	59	0.44	1	0.0
2024-11-20 12:48:59	48	59	0.43	1	0.0
2024-11-20 12:48:59	48	59	0.4	1	0.0
2024-11-20 12:48:59	48	59	0.31	1	0.0
2024-11-20 12:48:59	48	59	0.28	1	0.0
2024-11-20 12:48:59	48	59	0.35	1	0.0
2024-11-20 12:48:59	48	59	0.39	1	0.0
2024-11-20 12:48:59	48	59	0.41	1	0.0
2024-11-20 12:48:59	48	59	0.42	1	0.0
2024-11-20 12:48:59	48	59	0.42	1	0.0
2024-11-20 12:48:59	48	59	0.42	1	0.0
2024-11-20 12:48:59	48	59	0.42	1	0.0
2024-11-20 12:48:59	48	59	0.42	1	0.0
2024-11-20 12:48:59	48	59	0.42	1	0.0
2024-11-20 12:48:59	48	59	0.42	1	0.0
2024-11-20 12:48:59	48	59	0.42	1	0.0
2024-11-20 12:48:59	48	59	0.43	1	0.0
2024-11-20 12:48:59	48	59	0.43	1	0.0
2024-11-20 12:48:59	48	59	0.44	1	0.0
2024-11-20 12:49:00	49	0	0.44	1	0.0
2024-11-20 12:49:00	49	0	0.44	1	0.0
2024-11-20 12:49:00	49	0	0.44	1	0.0
2024-11-20 12:49:00	49	0	0.44	1	0.0
2024-11-20 12:49:00	49	0	0.44	1	0.0
2024-11-20 12:49:00	49	0	0.43	1	0.0
2024-11-20 12:49:00	49	0	0.4	1	0.0
2024-11-20 12:49:00	49	0	0.31	1	0.0
2024-11-20 12:49:00	49	0	0.3	1	0.0
2024-11-20 12:49:00	49	0	0.35	1	0.0
2024-11-20 12:49:00	49	0	0.4	1	0.0
2024-11-20 12:49:00	49	0	0.41	1	0.0
2024-11-20 12:49:00	49	0	0.42	1	0.0
2024-11-20 12:49:00	49	0	0.42	1	0.0
2024-11-20 12:49:00	49	0	0.42	1	0.0
2024-11-20 12:49:00	49	0	0.41	1	0.0
2024-11-20 12:49:00	49	0	0.42	1	0.0
2024-11-20 12:49:00	49	0	0.41	1	0.0
2024-11-20 12:49:00	49	0	0.42	1	0.0
2024-11-20 12:49:00	49	0	0.42	1	0.0
2024-11-20 12:49:00	49	0	0.42	1	0.0
2024-11-20 12:49:00	49	0	0.42	1	0.0
2024-11-20 12:49:00	49	0	0.41	1	0.0
2024-11-20 12:49:00	49	0	0.42	1	0.0
2024-11-20 12:49:00	49	0	0.42	1	0.0
2024-11-20 12:49:00	49	0	0.42	1	0.0
2024-11-20 12:49:00	49	0	0.43	1	0.0
2024-11-20 12:49:00	49	0	0.42	1	0.0
2024-11-20 12:49:00	49	0	0.41	1	0.0
2024-11-20 12:49:00	49	0	0.4	1	0.0
2024-11-20 12:49:00	49	0	0.34	1	0.0
2024-11-20 12:49:01	49	1	0.28	1	0.0
2024-11-20 12:49:01	49	1	0.27	1	0.0
2024-11-20 12:49:01	49	1	0.32	1	0.0
2024-11-20 12:49:01	49	1	0.37	2	0.0
2024-11-20 12:49:01	49	1	0.38	2	0.0
2024-11-20 12:49:01	49	1	0.38	2	0.0
2024-11-20 12:49:01	49	1	0.37	2	0.0
2024-11-20 12:49:01	49	1	0.38	2	0.0
2024-11-20 12:49:01	49	1	0.38	2	0.0
2024-11-20 12:49:01	49	1	0.38	2	0.0
2024-11-20 12:49:01	49	1	0.39	2	0.0
2024-11-20 12:49:01	49	1	0.38	2	0.0
2024-11-20 12:49:01	49	1	0.38	2	0.0
2024-11-20 12:49:01	49	1	0.38	2	0.0
2024-11-20 12:49:01	49	1	0.38	2	0.0
2024-11-20 12:49:01	49	1	0.38	2	0.0
2024-11-20 12:49:01	49	1	0.33	2	0.0
2024-11-20 12:49:01	49	1	0.26	2	0.0
2024-11-20 12:49:01	49	1	0.26	2	0.0
2024-11-20 12:49:01	49	1	0.27	2	0.0
2024-11-20 12:49:01	49	1	0.31	2	0.0
2024-11-20 12:49:01	49	1	0.35	3	0.0
2024-11-20 12:49:01	49	1	0.37	3	0.0
2024-11-20 12:49:01	49	1	0.37	3	0.0
2024-11-20 12:49:01	49	1	0.37	3	0.0
2024-11-20 12:49:01	49	1	0.38	3	0.0
2024-11-20 12:49:01	49	1	0.37	3	0.0
2024-11-20 12:49:01	49	1	0.37	3	0.0
2024-11-20 12:49:01	49	1	0.38	3	0.0
2024-11-20 12:49:02	49	2	0.38	3	0.0
2024-11-20 12:49:02	49	2	0.38	3	0.0
2024-11-20 12:49:02	49	2	0.38	3	0.0
2024-11-20 12:49:02	49	2	0.36	3	0.0
2024-11-20 12:49:02	49	2	0.28	3	0.0
2024-11-20 12:49:02	49	2	0.27	3	0.0
2024-11-20 12:49:02	49	2	0.27	3	0.0
2024-11-20 12:49:02	49	2	0.31	3	0.0
2024-11-20 12:49:02	49	2	0.35	4	0.0
2024-11-20 12:49:02	49	2	0.35	4	0.0
2024-11-20 12:49:02	49	2	0.36	4	0.0
2024-11-20 12:49:02	49	2	0.38	4	0.0
2024-11-20 12:49:02	49	2	0.38	4	0.0
2024-11-20 12:49:02	49	2	0.38	4	0.0
2024-11-20 12:49:02	49	2	0.38	4	0.0
2024-11-20 12:49:02	49	2	0.38	4	0.0
2024-11-20 12:49:02	49	2	0.38	4	0.0
2024-11-20 12:49:02	49	2	0.38	4	0.0
2024-11-20 12:49:02	49	2	0.38	4	0.0
2024-11-20 12:49:02	49	2	0.38	4	0.0
2024-11-20 12:49:02	49	2	0.38	4	0.0
2024-11-20 12:49:02	49	2	0.38	4	0.0
2024-11-20 12:49:02	49	2	0.38	4	0.0
2024-11-20 12:49:02	49	2	0.38	4	0.0
2024-11-20 12:49:02	49	2	0.38	4	0.0
2024-11-20 12:49:02	49	2	0.37	4	0.0
2024-11-20 12:49:02	49	2	0.28	4	0.0
2024-11-20 12:49:02	49	2	0.27	4	0.0
2024-11-20 12:49:02	49	2	0.28	4	0.0
2024-11-20 12:49:02	49	2	0.28	4	0.0
2024-11-20 12:49:02	49	2	0.33	4	0.0
2024-11-20 12:49:03	49	3	0.36	4	0.0
2024-11-20 12:49:03	49	3	0.37	4	0.0
2024-11-20 12:49:03	49	3	0.38	4	0.0
2024-11-20 12:49:03	49	3	0.37	4	0.0
2024-11-20 12:49:03	49	3	0.38	4	0.0
2024-11-20 12:49:03	49	3	0.38	4	0.0
2024-11-20 12:49:03	49	3	0.38	4	0.0
2024-11-20 12:49:03	49	3	0.38	4	0.0
2024-11-20 12:49:03	49	3	0.38	4	0.0
2024-11-20 12:49:03	49	3	0.38	4	0.0
2024-11-20 12:49:03	49	3	0.38	4	0.0
2024-11-20 12:49:03	49	3	0.38	4	0.0
2024-11-20 12:49:03	49	3	0.38	4	0.0
2024-11-20 12:49:03	49	3	0.38	4	0.0
2024-11-20 12:49:03	49	3	0.38	4	0.0
2024-11-20 12:49:03	49	3	0.38	4	0.0
2024-11-20 12:49:03	49	3	0.38	4	0.0
2024-11-20 12:49:03	49	3	0.38	4	0.0
2024-11-20 12:49:03	49	3	0.38	4	0.0
2024-11-20 12:49:03	49	3	0.35	4	0.0
2024-11-20 12:49:03	49	3	0.28	4	0.0
2024-11-20 12:49:03	49	3	0.27	4	0.0
2024-11-20 12:49:03	49	3	0.3	4	0.0
2024-11-20 12:49:03	49	3	0.33	4	0.0
2024-11-20 12:49:03	49	3	0.36	4	0.0
2024-11-20 12:49:03	49	3	0.37	4	0.0
2024-11-20 12:49:03	49	3	0.37	4	0.0
2024-11-20 12:49:03	49	3	0.37	4	0.0
2024-11-20 12:49:03	49	3	0.38	4	0.0
2024-11-20 12:49:03	49	3	0.38	4	0.0
2024-11-20 12:49:04	49	4	0.37	4	0.0
2024-11-20 12:49:04	49	4	0.38	4	0.0
2024-11-20 12:49:04	49	4	0.38	4	0.0
2024-11-20 12:49:04	49	4	0.38	4	0.0
2024-11-20 12:49:04	49	4	0.38	4	0.0
2024-11-20 12:49:04	49	4	0.38	4	0.0
2024-11-20 12:49:04	49	4	0.38	4	0.0
2024-11-20 12:49:04	49	4	0.37	4	0.0
2024-11-20 12:49:04	49	4	0.28	4	0.0
2024-11-20 12:49:04	49	4	0.26	4	0.0
2024-11-20 12:49:04	49	4	0.26	4	0.0
2024-11-20 12:49:04	49	4	0.32	5	0.0
2024-11-20 12:49:04	49	4	0.35	5	0.0
2024-11-20 12:49:04	49	4	0.37	5	0.0
2024-11-20 12:49:04	49	4	0.37	5	0.0
2024-11-20 12:49:04	49	4	0.37	5	0.0
2024-11-20 12:49:04	49	4	0.38	5	0.0
2024-11-20 12:49:04	49	4	0.38	5	0.0
2024-11-20 12:49:04	49	4	0.38	5	0.0
2024-11-20 12:49:04	49	4	0.38	5	0.0
2024-11-20 12:49:04	49	4	0.38	5	0.0
2024-11-20 12:49:04	49	4	0.38	5	0.0
2024-11-20 12:49:04	49	4	0.38	5	0.0
2024-11-20 12:49:04	49	4	0.38	5	0.0
2024-11-20 12:49:04	49	4	0.39	5	0.0
2024-11-20 12:49:04	49	4	0.38	5	0.0
2024-11-20 12:49:04	49	4	0.38	5	0.0
2024-11-20 12:49:04	49	4	0.38	5	0.0
2024-11-20 12:49:04	49	4	0.38	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.38	5	0.0
2024-11-20 12:49:05	49	5	0.38	5	0.0
2024-11-20 12:49:05	49	5	0.38	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.38	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.38	5	0.0
2024-11-20 12:49:05	49	5	0.38	5	0.0
2024-11-20 12:49:05	49	5	0.38	5	0.0
2024-11-20 12:49:05	49	5	0.38	5	0.0
2024-11-20 12:49:05	49	5	0.38	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.38	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:05	49	5	0.39	5	0.0
2024-11-20 12:49:06	49	6	0.38	5	0.0
2024-11-20 12:49:06	49	6	0.39	5	0.0
2024-11-20 12:49:06	49	6	0.38	5	0.0
2024-11-20 12:49:06	49	6	0.38	5	0.0
2024-11-20 12:49:06	49	6	0.38	5	0.0
2024-11-20 12:49:06	49	6	0.38	5	0.0
2024-11-20 12:49:06	49	6	0.38	5	0.0
2024-11-20 12:49:06	49	6	0.38	5	0.0
2024-11-20 12:49:06	49	6	0.37	5	0.0
2024-11-20 12:49:06	49	6	0.3	5	0.0
2024-11-20 12:49:06	49	6	0.27	5	0.0
2024-11-20 12:49:06	49	6	0.31	5	0.0
2024-11-20 12:49:06	49	6	0.34	6	0.0
2024-11-20 12:49:06	49	6	0.36	6	0.0
2024-11-20 12:49:06	49	6	0.37	6	0.0
2024-11-20 12:49:06	49	6	0.37	6	0.0
2024-11-20 12:49:06	49	6	0.37	6	0.0
2024-11-20 12:49:06	49	6	0.37	6	0.0
2024-11-20 12:49:06	49	6	0.38	6	0.0
2024-11-20 12:49:06	49	6	0.38	6	0.0
2024-11-20 12:49:06	49	6	0.38	6	0.0
2024-11-20 12:49:06	49	6	0.38	6	0.0
2024-11-20 12:49:06	49	6	0.38	6	0.0
2024-11-20 12:49:06	49	6	0.38	6	0.0
2024-11-20 12:49:06	49	6	0.38	6	0.0
2024-11-20 12:49:06	49	6	0.38	6	0.0
2024-11-20 12:49:06	49	6	0.38	6	0.0
2024-11-20 12:49:06	49	6	0.38	6	0.0
2024-11-20 12:49:06	49	6	0.38	6	0.0
2024-11-20 12:49:06	49	6	0.38	6	0.0
2024-11-20 12:49:06	49	6	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.39	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.39	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.39	6	0.0
2024-11-20 12:49:07	49	7	0.39	6	0.0
2024-11-20 12:49:07	49	7	0.39	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.34	6	0.0
2024-11-20 12:49:07	49	7	0.27	6	0.0
2024-11-20 12:49:07	49	7	0.27	6	0.0
2024-11-20 12:49:07	49	7	0.33	6	0.0
2024-11-20 12:49:07	49	7	0.36	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:07	49	7	0.38	6	0.0
2024-11-20 12:49:08	49	8	0.38	6	0.0
2024-11-20 12:49:08	49	8	0.38	6	0.0
2024-11-20 12:49:08	49	8	0.38	6	0.0
2024-11-20 12:49:08	49	8	0.39	6	0.0
2024-11-20 12:49:08	49	8	0.39	6	0.0
2024-11-20 12:49:08	49	8	0.39	6	0.0
2024-11-20 12:49:08	49	8	0.38	6	0.0
2024-11-20 12:49:08	49	8	0.39	6	0.0
2024-11-20 12:49:08	49	8	0.39	6	0.0
2024-11-20 12:49:08	49	8	0.37	6	0.0
2024-11-20 12:49:08	49	8	0.28	6	0.0
2024-11-20 12:49:08	49	8	0.26	6	0.0
2024-11-20 12:49:08	49	8	0.27	6	0.0
2024-11-20 12:49:08	49	8	0.29	6	0.0
2024-11-20 12:49:08	49	8	0.34	7	0.0
2024-11-20 12:49:08	49	8	0.37	7	0.0
2024-11-20 12:49:08	49	8	0.37	7	0.0
2024-11-20 12:49:08	49	8	0.38	7	0.0
2024-11-20 12:49:08	49	8	0.38	7	0.0
2024-11-20 12:49:08	49	8	0.38	7	0.0
2024-11-20 12:49:08	49	8	0.38	7	0.0
2024-11-20 12:49:08	49	8	0.38	7	0.0
2024-11-20 12:49:08	49	8	0.38	7	0.0
2024-11-20 12:49:08	49	8	0.38	7	0.0
2024-11-20 12:49:08	49	8	0.38	7	0.0
2024-11-20 12:49:08	49	8	0.38	7	0.0
2024-11-20 12:49:08	49	8	0.38	7	0.0
2024-11-20 12:49:08	49	8	0.38	7	0.0
2024-11-20 12:49:08	49	8	0.38	7	0.0
2024-11-20 12:49:08	49	8	0.3	7	0.0
2024-11-20 12:49:09	49	9	0.27	7	0.0
2024-11-20 12:49:09	49	9	0.27	7	0.0
2024-11-20 12:49:09	49	9	0.29	7	0.0
2024-11-20 12:49:09	49	9	0.34	8	0.0
2024-11-20 12:49:09	49	9	0.36	8	0.0
2024-11-20 12:49:09	49	9	0.37	8	0.0
2024-11-20 12:49:09	49	9	0.37	8	0.0
2024-11-20 12:49:09	49	9	0.38	8	0.0
2024-11-20 12:49:09	49	9	0.38	8	0.0
2024-11-20 12:49:09	49	9	0.38	8	0.0
2024-11-20 12:49:09	49	9	0.38	8	0.0
2024-11-20 12:49:09	49	9	0.39	8	0.0
2024-11-20 12:49:09	49	9	0.39	8	0.0
2024-11-20 12:49:09	49	9	0.39	8	0.0
2024-11-20 12:49:09	49	9	0.38	8	0.0
2024-11-20 12:49:09	49	9	0.38	8	0.0
2024-11-20 12:49:09	49	9	0.38	8	0.0
2024-11-20 12:49:09	49	9	0.38	8	0.0
2024-11-20 12:49:09	49	9	0.38	8	0.0
2024-11-20 12:49:09	49	9	0.38	8	0.0
2024-11-20 12:49:09	49	9	0.38	8	0.0
2024-11-20 12:49:09	49	9	0.37	8	0.0
2024-11-20 12:49:09	49	9	0.38	8	0.0
2024-11-20 12:49:09	49	9	0.38	8	0.0
2024-11-20 12:49:09	49	9	0.37	8	0.0
2024-11-20 12:49:09	49	9	0.37	8	0.0
2024-11-20 12:49:09	49	9	0.37	8	0.0
2024-11-20 12:49:09	49	9	0.37	8	0.0
2024-11-20 12:49:09	49	9	0.37	8	0.0
2024-11-20 12:49:09	49	9	0.37	8	0.0
2024-11-20 12:49:10	49	10	0.37	8	0.0
2024-11-20 12:49:10	49	10	0.37	8	0.0
2024-11-20 12:49:10	49	10	0.37	8	0.0
2024-11-20 12:49:10	49	10	0.36	8	0.0
2024-11-20 12:49:10	49	10	0.36	8	0.0
2024-11-20 12:49:10	49	10	0.37	8	0.0
2024-11-20 12:49:10	49	10	0.37	8	0.0
2024-11-20 12:49:10	49	10	0.37	8	0.0
2024-11-20 12:49:10	49	10	0.36	8	0.0
2024-11-20 12:49:10	49	10	0.37	8	0.0
2024-11-20 12:49:10	49	10	0.37	8	0.0
2024-11-20 12:49:10	49	10	0.36	8	0.0
2024-11-20 12:49:10	49	10	0.36	8	0.0
2024-11-20 12:49:10	49	10	0.36	8	0.0
2024-11-20 12:49:10	49	10	0.36	8	0.0
2024-11-20 12:49:10	49	10	0.36	8	0.0
2024-11-20 12:49:10	49	10	0.36	8	0.0
2024-11-20 12:49:10	49	10	0.36	8	0.0
2024-11-20 12:49:10	49	10	0.36	8	0.0
2024-11-20 12:49:10	49	10	0.36	8	0.0
2024-11-20 12:49:10	49	10	0.36	8	0.0
2024-11-20 12:49:10	49	10	0.35	8	0.0
2024-11-20 12:49:10	49	10	0.35	8	0.0
2024-11-20 12:49:10	49	10	0.31	8	0.0
2024-11-20 12:49:10	49	10	0.31	8	0.0
2024-11-20 12:49:10	49	10	0.25	8	0.0
2024-11-20 12:49:10	49	10	0.26	8	0.0
2024-11-20 12:49:10	49	10	0.26	8	0.0
2024-11-20 12:49:10	49	10	0.3	8	0.0
2024-11-20 12:49:10	49	10	0.32	9	0.0
2024-11-20 12:49:10	49	10	0.34	9	0.0
2024-11-20 12:49:11	49	11	0.34	9	0.0
2024-11-20 12:49:11	49	11	0.34	9	0.0
2024-11-20 12:49:11	49	11	0.35	9	0.0
2024-11-20 12:49:11	49	11	0.36	9	0.0
2024-11-20 12:49:11	49	11	0.37	9	0.0
2024-11-20 12:49:11	49	11	0.39	9	0.0
2024-11-20 12:49:11	49	11	0.4	9	0.0
2024-11-20 12:49:11	49	11	0.4	9	0.0
2024-11-20 12:49:11	49	11	0.4	9	0.0
2024-11-20 12:49:11	49	11	0.41	9	0.0
2024-11-20 12:49:11	49	11	0.4	9	0.0
2024-11-20 12:49:11	49	11	0.4	9	0.0
2024-11-20 12:49:11	49	11	0.4	9	0.0
2024-11-20 12:49:11	49	11	0.4	9	0.0
2024-11-20 12:49:11	49	11	0.39	9	0.0
2024-11-20 12:49:11	49	11	0.32	9	0.0
2024-11-20 12:49:11	49	11	0.26	9	0.0
2024-11-20 12:49:11	49	11	0.26	9	0.0
2024-11-20 12:49:11	49	11	0.29	9	0.0
2024-11-20 12:49:11	49	11	0.33	9	0.0
2024-11-20 12:49:11	49	11	0.36	9	0.0
2024-11-20 12:49:11	49	11	0.37	9	0.0
2024-11-20 12:49:11	49	11	0.37	9	0.0
2024-11-20 12:49:11	49	11	0.37	9	0.0
2024-11-20 12:49:11	49	11	0.38	9	0.0
2024-11-20 12:49:11	49	11	0.38	9	0.0
